Rank,RMSE,Length,Model Equation
275,0.8279,11,"mul(0.482, add(M, add(sub(R, La), add(0.482, E))))"
276,0.8279,11,"mul(0.482, add(M, add(0.482, add(sub(R, La), E))))"
277,0.8279,11,"mul(0.482, add(M, add(sub(R, La), add(0.482, E))))"
278,0.8279,11,"mul(0.482, add(M, add(0.482, sub(R, sub(La, E)))))"
279,0.8279,11,"mul(0.482, add(sub(R, La), add(0.482, add(M, E))))"
280,0.8279,11,"mul(0.482, add(M, add(sub(R, La), add(0.482, E))))"
281,0.8279,11,"mul(0.482, add(M, add(0.482, add(sub(R, La), E))))"
282,0.8279,11,"mul(0.482, add(sub(R, La), add(0.482, add(M, E))))"
283,0.8279,11,"mul(0.482, add(M, add(0.482, add(sub(E, La), R))))"
284,0.8279,11,"mul(0.482, add(M, add(0.482, add(sub(R, La), E))))"
285,0.8279,11,"mul(0.482, add(M, add(sub(R, La), add(0.482, E))))"
286,0.8279,11,"mul(0.482, add(M, add(0.482, add(sub(R, La), E))))"
287,0.8279,21,"div(add(sub(add(div(add(sub(add(E, M), La), add(E, R)), 3.055), M), La), add(E, R)), 3.055)"
288,0.8282,13,"add(div(sub(Ce, E), E), add(div(sub(M, E), 2.771), E))"
289,0.8283,11,"add(div(sub(Ce, Y), 3.827), add(sub(Pr, 6.739), E))"
290,0.8284,13,"add(div(sub(Ce, E), E), add(div(sub(M, E), 2.909), E))"
291,0.8284,9,"div(add(Ce, add(div(E, 0.899), M)), 3.055)"
292,0.8284,12,"neg(sub(sub(6.663, add(E, Pr)), div(sub(Ce, Y), 3.730)))"
293,0.8284,13,"add(div(sub(add(M, 0.863), E), add(-8.188, add(La, LAS))), E)"
294,0.8285,22,"mul(0.467, add(M, add(div(Ce, add(Gd, div(LAS, sub(mul(La, div(div(IE, Y), neg(Ce))), M)))), E)))"
295,0.8286,21,"div(add(M, add(div(add(M, add(6.346, mul(div(R, La), E))), 3.055), mul(div(R, La), E))), 3.055)"
296,0.8288,9,"mul(0.482, add(sub(EN, sub(5.172, R)), E))"
297,0.8292,13,"add(div(sub(Ce, Y), 3.797), add(div(sub(Pr, E), 3.174), E))"
298,0.8292,13,"add(div(sub(Pr, E), 3.153), add(div(sub(Ce, Y), 3.868), E))"
299,0.8293,11,"div(add(add(div(EN, La), E), add(M, Ce)), 3.055)"
300,0.8293,13,"add(div(sub(Pr, E), 3.078), add(div(sub(Ce, Y), 3.777), E))"
301,0.8294,10,"mul(0.482, add(sub(add(-5.245, EN), neg(E)), R))"
302,0.8296,13,"add(div(sub(M, E), 3.272), add(div(sub(Pr, La), LAS), E))"
303,0.8296,11,"div(add(add(sub(M, 4.851), E), add(EN, Ce)), 3.055)"
304,0.8297,13,"add(div(sub(Pr, E), 3.009), add(div(sub(Ce, Y), 3.687), E))"
305,0.8297,9,"mul(0.482, add(add(EN, add(E, -5.261)), R))"
306,0.8300,11,"mul(0.482, add(mul(EN, mul(0.178, R)), add(0.482, E)))"
307,0.8302,13,"mul(0.482, add(add(div(sub(E, LAS), sub(Ce, Pr)), E), M))"
308,0.8305,13,"add(div(sub(Ce, E), 3.511), add(div(sub(Pr, Y), 3.192), E))"
309,0.8305,9,"mul(0.482, add(add(E, Pr), sub(EN, LAS)))"
310,0.8305,9,"mul(0.482, add(add(Pr, EN), sub(E, LAS)))"
311,0.8306,12,"div(sub(add(add(div(E, Gd), E), Ce), neg(M)), 3.055)"
312,0.8306,11,"div(add(M, add(Ce, add(E, div(E, Gd)))), 3.055)"
313,0.8307,13,"add(div(sub(Pr, Y), 3.208), add(div(sub(Ce, E), 3.793), E))"
314,0.8307,11,"add(div(sub(add(Ce, Pr), add(E, Y)), 3.445), E)"
315,0.8308,13,"add(div(sub(Pr, Y), 3.474), add(div(sub(Ce, E), 3.474), E))"
316,0.8308,11,"add(div(sub(Ce, Y), 3.785), add(add(Pr, -6.777), E))"
317,0.8309,9,"mul(0.493, add(M, add(sub(R, La), E)))"
318,0.8309,11,"div(add(M, add(add(Ce, E), div(Sm, R))), 3.055)"
319,0.8312,13,"add(div(sub(Pr, Y), 3.566), add(div(sub(Ce, E), 3.566), E))"
320,0.8312,16,"div(add(Gd, add(Sm, div(neg(E), div(sub(div(3.055, La), LAS), Nd)))), 3.055)"
321,0.8313,17,"mul(0.482, add(mul(0.482, add(div(mul(R, M), La), add(0.482, E))), add(0.482, E)))"
322,0.8313,11,"add(div(sub(Ce, Y), 4.417), add(sub(Pr, 6.759), E))"
323,0.8314,13,"add(div(sub(Pr, La), LAS), add(div(sub(M, E), 3.409), E))"
324,0.8315,11,"mul(0.482, add(M, add(sub(1.740, div(La, Ce)), E)))"
325,0.8316,9,"mul(0.492, add(M, add(sub(R, La), E)))"
326,0.8316,11,"div(add(M, add(add(div(LAS, Gd), E), Ce)), 3.055)"
327,0.8317,9,"div(add(div(E, 0.854), add(M, Ce)), 3.055)"
328,0.8317,11,"add(div(sub(mul(Pr, div(M, E)), La), LAS), E)"
329,0.8317,11,"add(div(sub(div(Pr, div(E, M)), La), LAS), E)"
330,0.8317,9,"mul(0.471, add(M, add(div(Ce, La), E)))"
331,0.8317,13,"add(div(sub(Ce, E), 3.638), add(div(sub(Pr, Y), 3.638), E))"
332,0.8318,9,"mul(0.469, add(div(Ce, La), add(M, E)))"
333,0.8319,10,"mul(neg(-0.469), add(M, add(div(Ce, La), E)))"
334,0.8319,9,"mul(0.471, add(M, add(div(Ce, La), E)))"
335,0.8319,11,"div(add(M, add(add(div(LAS, Ce), E), Ce)), 3.055)"
336,0.8319,9,"mul(0.471, add(M, add(div(Ce, La), E)))"
337,0.8320,7,"div(add(M, add(Ce, E)), 2.938)"
338,0.8321,13,"add(div(sub(Pr, LAS), La), add(div(sub(M, E), 3.170), E))"
339,0.8322,11,"div(add(M, add(Ce, add(div(IE, Pr), E))), 3.055)"
340,0.8323,11,"add(div(sub(sub(Pr, Y), sub(E, Ce)), 3.701), E)"
341,0.8323,15,"mul(0.475, add(M, add(div(Ce, sub(sub(M, -0.945), div(Ce, Gd))), E)))"
342,0.8324,11,"mul(0.482, add(M, add(add(div(Ce, La), -0.298), E)))"
343,0.8326,13,"mul(0.482, add(M, add(sub(sub(div(Ce, La), 0.183), 0.183), E)))"
344,0.8326,9,"div(add(add(0.588, E), add(M, Ce)), 3.028)"
345,0.8326,9,"div(add(sub(E, -0.653), add(Ce, M)), 3.048)"
346,0.8327,9,"div(add(add(0.512, E), add(Ce, M)), 3.030)"
347,0.8327,9,"div(add(add(0.719, E), add(Ce, M)), 3.055)"
348,0.8327,9,"div(add(sub(E, -0.706), add(Ce, M)), 3.055)"
349,0.8327,9,"div(add(add(0.729, M), add(E, Ce)), 3.055)"
350,0.8327,9,"div(add(add(0.702, E), add(Ce, M)), 3.055)"
351,0.8327,10,"div(sub(add(add(0.698, E), Ce), neg(M)), 3.055)"
352,0.8327,9,"div(add(add(0.697, E), add(M, Ce)), 3.055)"
353,0.8327,9,"div(add(M, add(Ce, sub(E, -0.689))), 3.055)"
354,0.8328,9,"div(add(M, add(Ce, add(0.761, E))), 3.055)"
355,0.8328,9,"div(add(add(0.768, E), add(Ce, M)), 3.055)"
356,0.8329,9,"div(add(M, add(add(0.773, E), Ce)), 3.055)"
357,0.8329,9,"div(add(add(0.779, E), add(M, Ce)), 3.055)"
358,0.8330,9,"mul(0.466, add(M, add(div(Ce, La), E)))"
359,0.8330,9,"div(add(M, add(add(E, Ce), 0.646)), 3.055)"
360,0.8331,9,"div(add(add(0.640, M), add(Ce, E)), 3.055)"
361,0.8331,9,"mul(0.466, add(M, add(div(Ce, La), E)))"
362,0.8332,13,"mul(0.482, add(M, add(div(Ce, La), sub(sub(E, 0.201), 0.201))))"
363,0.8332,9,"div(add(add(0.624, M), add(E, Ce)), 3.055)"
364,0.8333,9,"mul(0.474, add(M, add(div(Ce, La), E)))"
365,0.8333,7,"div(add(M, add(E, Ce)), 2.961)"
366,0.8334,9,"mul(0.485, add(div(mul(M, E), La), R))"
367,0.8334,13,"mul(0.482, add(sub(sub(M, 0.205), 0.205), add(div(Ce, La), E)))"
368,0.8335,9,"mul(0.490, add(M, add(sub(R, La), E)))"
369,0.8335,11,"div(add(EN, add(add(div(EN, Y), E), R)), 3.055)"
370,0.8335,13,"add(div(sub(M, E), 3.564), add(div(sub(Ce, E), LAS), E))"
371,0.8335,11,"mul(0.482, add(add(M, -0.231), add(div(Ce, La), E)))"
372,0.8335,13,"add(div(sub(Pr, LAS), La), add(div(sub(M, E), 3.433), E))"
373,0.8338,14,"mul(0.477, add(M, add(div(Ce, sub(sub(Pr, R), neg(La))), E)))"
374,0.8338,9,"div(add(add(0.582, E), add(Ce, M)), 3.055)"
375,0.8339,9,"mul(0.474, add(M, add(div(Ce, La), E)))"
376,0.8339,9,"div(add(M, add(Ce, add(0.854, E))), 3.055)"
377,0.8339,14,"mul(0.482, add(M, add(div(add(Ce, neg(div(M, Y))), La), E)))"
378,0.8342,10,"mul(neg(-0.475), add(M, add(div(Ce, La), E)))"
379,0.8342,11,"mul(0.482, add(M, sub(sub(E, -0.631), sub(La, R))))"
380,0.8342,10,"div(sub(div(Gd, R), neg(EN)), div(Pr, R))"
381,0.8343,13,"mul(0.482, add(E, add(div(Ce, div(M, div(Ce, Gd))), M)))"
382,0.8344,11,"div(add(EN, add(Ce, add(div(M, Y), E))), 3.055)"
383,0.8346,9,"div(add(add(0.543, E), add(M, Ce)), 3.055)"
384,0.8348,11,"mul(0.482, add(M, add(div(sub(Ce, 1.737), La), E)))"
385,0.8348,11,"mul(0.482, add(M, add(div(add(Ce, -1.742), La), E)))"
