Rank,RMSE,Length,Model Equation
1,0.7269,19,"mul(0.482, add(M, add(div(div(sub(LAS, 4.128), sub(LAS, M)), Nd), add(sub(R, La), E))))"
2,0.7401,23,"add(div(sub(Pr, LAS), La), add(div(div(sub(E, LAS), sub(La, IE)), Gd), add(div(sub(M, E), 3.158), E)))"
3,0.7450,19,"add(div(sub(M, E), 1.923), add(div(sub(Sm, 4.011), mul(add(Nd, 4.322), sub(LAS, M))), E))"
4,0.7452,18,"mul(0.482, add(M, add(div(Ce, sub(add(neg(R), mul(Pr, Pr)), mul(La, Gd))), E)))"
5,0.7469,18,"mul(0.482, add(M, add(sub(R, La), add(neg(div(div(-1.171, 4.877), sub(LAS, M))), E))))"
6,0.7473,18,"mul(0.482, add(M, add(sub(R, La), add(neg(div(div(-1.171, 4.326), sub(LAS, M))), E))))"
7,0.7495,18,"add(div(div(Sm, Nd), mul(neg(Pr), sub(M, LAS))), mul(0.482, add(M, add(0.482, E))))"
8,0.7509,23,"add(div(add(sub(Pr, LAS), add(add(div(div(-5.015, -3.834), sub(Gd, E)), sub(M, La)), sub(M, La))), LAS), E)"
9,0.7566,17,"mul(0.482, add(M, add(0.482, add(div(E, mul(sub(LAS, M), mul(Nd, Nd))), E))))"
10,0.7567,17,"div(add(add(div(Sm, mul(sub(LAS, M), add(Nd, Nd))), E), add(M, M)), 3.055)"
11,0.7692,31,"mul(0.482, add(M, add(0.261, add(div(add(M, add(0.261, add(div(8.674, sub(mul(Y, Nd), mul(La, Gd))), E))), sub(mul(Y, Nd), mul(La, Gd))), E))))"
12,0.7697,31,"mul(0.482, add(M, add(0.405, add(div(add(M, add(0.405, add(div(8.674, sub(mul(Y, Nd), mul(La, Gd))), E))), sub(mul(Y, Nd), mul(La, Gd))), E))))"
13,0.7807,18,"add(M, div(div(Sm, IE), mul(sub(M, LAS), sub(neg(4.568), sub(E, sub(M, -1.278))))))"
14,0.7856,18,"add(div(div(7.655, mul(neg(Sm), sub(E, Gd))), LAS), add(div(sub(Pr, Y), 3.141), E))"
15,0.7941,29,"add(div(sub(Pr, LAS), add(add(div(div(IE, Gd), add(R, E)), div(add(-7.197, R), sub(EN, Nd))), La)), add(div(sub(M, E), 3.981), E))"
16,0.7949,19,"add(div(add(add(sub(M, E), sub(Ce, E)), add(sub(M, La), sub(Pr, IE))), Sm), E)"
17,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
18,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
19,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
20,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
21,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
22,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
23,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
24,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
25,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
26,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
27,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
28,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
29,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
30,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
31,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
32,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
33,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
34,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
35,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
36,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
37,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
38,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
39,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
40,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
41,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
42,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
43,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
44,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
45,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
46,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
47,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
48,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
49,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
50,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
51,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
52,0.8031,15,"sub(neg(div(add(M, M), neg(La))), div(add(R, E), mul(Pr, -0.433)))"
