Rank,RMSE,Length,Model Equation
1,0.4807,29,"add(div(sub(Sm, LAS), E), add(div(sub(M, Y), mul(-8.754, sub(Pr, EN))), add(div(sub(M, La), IE), add(div(sub(M, Y), Y), E))))"
2,0.5274,49,"sub(sub(EN, div(sub(div(sub(Gd, IE), sub(Sm, EN)), div(sub(sub(EN, div(sub(div(sub(Gd, IE), sub(Sm, EN)), div(E, div(La, sub(Ce, sub(La, M))))), Y)), sub(Pr, La)), div(La, sub(Ce, sub(La, M))))), Y)), sub(Pr, La))"
3,0.5389,23,"add(div(sub(Sm, La), E), add(div(div(sub(Ce, M), sub(Sm, EN)), 8.851), add(div(sub(M, Y), Y), E)))"
4,0.5432,27,"div(add(Sm, E), add(div(Sm, EN), div(Y, add(div(div(add(neg(E), M), neg(E)), sub(Sm, EN)), add(sub(Sm, EN), E)))))"
5,0.5563,23,"mul(0.482, add(M, add(div(0.482, mul(Gd, sub(6.751, div(La, 1.019)))), add(div(sub(6.751, EN), sub(Pr, EN)), E))))"
6,0.5563,23,"mul(0.482, add(M, add(div(0.482, mul(Gd, sub(6.751, div(La, 1.019)))), add(div(sub(6.751, EN), sub(Sm, EN)), E))))"
7,0.5832,41,"add(div(sub(Nd, La), div(div(La, sub(add(div(sub(Nd, La), div(div(La, sub(EN, La)), sub(M, R))), add(div(sub(M, E), 2.989), E)), La)), sub(M, R))), add(div(sub(M, E), 2.989), E))"
8,0.5974,20,"add(div(sub(M, E), sub(sub(div(neg(Nd), sub(Y, Ce)), sub(EN, Sm)), sub(EN, Sm))), E)"
9,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
10,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
11,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
12,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
13,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
14,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
15,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
16,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
17,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
18,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
19,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
20,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
21,0.6161,25,"add(div(sub(M, E), add(add(add(sub(Pr, EN), div(-0.311, Sm)), sub(8.367, M)), add(sub(Pr, EN), sub(Pr, Nd)))), E)"
