Rank,RMSE,Length,Model Equation
1,0.6067,21,"add(div(sub(neg(neg(IE)), div(sub(Y, E), sub(Nd, Gd))), add(Sm, div(0.499, sub(La, R)))), EN)"
2,0.6323,11,"add(div(6.424, add(Sm, div(0.466, sub(La, R)))), EN)"
3,0.6348,11,"add(div(5.968, add(Sm, div(0.466, sub(La, R)))), EN)"
4,0.6374,11,"add(div(Gd, add(Sm, div(0.466, sub(La, R)))), EN)"
5,0.6374,11,"add(div(Gd, add(Sm, div(0.466, sub(La, R)))), EN)"
6,0.6388,11,"add(div(6.193, add(Sm, div(0.499, sub(Pr, R)))), EN)"
7,0.6388,11,"add(div(6.193, add(Sm, div(0.499, sub(Pr, R)))), EN)"
8,0.6397,11,"add(div(5.968, add(Sm, div(0.499, sub(La, R)))), EN)"
9,0.6397,11,"add(div(5.968, add(Sm, div(0.499, sub(Pr, R)))), EN)"
10,0.6397,11,"add(div(5.968, add(Sm, div(0.499, sub(La, R)))), EN)"
11,0.6403,11,"add(div(5.916, add(Sm, div(0.499, sub(La, R)))), EN)"
12,0.6403,11,"add(div(5.916, add(Sm, div(0.499, sub(La, R)))), EN)"
13,0.6406,11,"add(div(5.897, add(Sm, div(0.499, sub(La, R)))), EN)"
14,0.6417,11,"add(div(6.480, add(Sm, div(0.499, sub(La, R)))), EN)"
15,0.6417,11,"add(div(6.480, add(Sm, div(0.499, sub(La, R)))), EN)"
16,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
17,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
18,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
19,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
20,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(Pr, R)))), EN)"
21,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
22,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
23,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
24,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
25,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
26,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
27,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
28,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
29,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
30,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
31,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
32,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
33,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
34,0.6426,11,"add(EN, div(IE, add(Sm, div(0.499, sub(La, R)))))"
35,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
36,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(Pr, R)))), EN)"
37,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(Pr, R)))), EN)"
38,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
39,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
40,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
41,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
42,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
43,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
44,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
45,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(Pr, R)))), EN)"
46,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(Pr, R)))), EN)"
47,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(Pr, R)))), EN)"
48,0.6426,11,"add(div(IE, add(Sm, div(0.499, sub(La, R)))), EN)"
49,0.6599,21,"add(div(M, add(add(div(M, add(M, div(0.499, sub(La, R)))), EN), div(0.499, sub(La, R)))), EN)"
50,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
51,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
52,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
53,0.7242,9,"add(div(sub(LAS, Ce), sub(Sm, Ce)), EN)"
54,0.7242,9,"add(div(sub(LAS, Ce), sub(Sm, Ce)), EN)"
55,0.7242,9,"add(div(sub(LAS, Ce), sub(Sm, Ce)), EN)"
56,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
57,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
58,0.7242,9,"add(div(sub(LAS, Ce), sub(Sm, Ce)), EN)"
59,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
60,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
61,0.7242,9,"add(div(sub(LAS, Ce), sub(Sm, Ce)), EN)"
62,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
63,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
64,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
65,0.7242,9,"add(EN, div(sub(LAS, Ce), sub(Sm, Ce)))"
66,0.7366,9,"add(div(add(-7.252, LAS), sub(Gd, Pr)), EN)"
67,0.7366,9,"add(div(add(-7.252, LAS), sub(Gd, Pr)), EN)"
68,0.7371,9,"add(div(add(-7.201, LAS), sub(Gd, La)), EN)"
69,0.7443,9,"add(div(sub(Gd, R), sub(Gd, Pr)), EN)"
70,0.7443,9,"add(div(sub(Gd, R), sub(Gd, La)), EN)"
71,0.7443,9,"add(div(sub(R, Gd), sub(La, Gd)), EN)"
72,0.7605,11,"add(EN, div(add(add(IE, 0.711), sub(EN, LAS)), LAS))"
73,0.7630,11,"add(EN, div(neg(sub(neg(E), sub(IE, LAS))), LAS))"
74,0.7656,12,"add(div(neg(div(div(Gd, -1.109), div(LAS, E))), LAS), EN)"
75,0.7671,14,"add(div(mul(0.587, -1.770), neg(div(Pr, mul(Gd, div(Ce, EN))))), EN)"
76,0.7682,16,"add(div(add(neg(sub(M, M)), sub(add(Gd, Ce), sub(La, 0.240))), LAS), EN)"
77,0.7684,9,"add(EN, div(Gd, sub(add(LAS, Pr), Ce)))"
78,0.7686,9,"add(div(add(Ce, IE), add(Y, LAS)), EN)"
79,0.7689,13,"add(EN, div(mul(add(La, -0.653), div(Ce, R)), neg(neg(LAS))))"
80,0.7703,9,"add(div(sub(add(Gd, IE), LAS), LAS), EN)"
81,0.7704,9,"add(div(mul(R, IE), mul(La, LAS)), EN)"
82,0.7706,7,"sub(div(Gd, LAS), mul(-0.995, EN))"
83,0.7706,9,"add(EN, mul(div(M, R), div(Ce, EN)))"
84,0.7707,5,"add(div(Gd, LAS), EN)"
85,0.7707,5,"add(div(Gd, LAS), EN)"
86,0.7707,5,"add(div(Gd, LAS), EN)"
87,0.7707,5,"add(div(Gd, LAS), EN)"
88,0.7707,5,"add(div(Gd, LAS), EN)"
89,0.7707,5,"add(div(Gd, LAS), EN)"
90,0.7707,5,"add(div(Gd, LAS), EN)"
91,0.7707,5,"add(div(Gd, LAS), EN)"
92,0.7707,5,"add(EN, div(Gd, LAS))"
93,0.7707,5,"add(div(Gd, LAS), EN)"
94,0.7707,5,"add(div(Gd, LAS), EN)"
95,0.7707,5,"add(div(Gd, LAS), EN)"
96,0.7707,5,"add(div(Gd, LAS), EN)"
97,0.7707,5,"add(div(Gd, LAS), EN)"
98,0.7707,5,"add(div(Gd, LAS), EN)"
99,0.7707,5,"add(div(Gd, LAS), EN)"
100,0.7707,5,"add(EN, div(Gd, LAS))"
101,0.7707,5,"add(div(Gd, LAS), EN)"
102,0.7707,5,"add(div(Gd, LAS), EN)"
103,0.7707,5,"add(EN, div(Gd, LAS))"
104,0.7707,5,"add(div(Gd, LAS), EN)"
105,0.7707,5,"add(EN, div(Gd, LAS))"
106,0.7707,5,"add(div(Gd, LAS), EN)"
107,0.7707,5,"add(div(Gd, LAS), EN)"
108,0.7707,5,"add(div(Gd, LAS), EN)"
109,0.7707,5,"add(div(Gd, LAS), EN)"
110,0.7707,5,"add(EN, div(Gd, LAS))"
111,0.7707,5,"add(div(Gd, LAS), EN)"
112,0.7707,5,"add(div(Gd, LAS), EN)"
113,0.7707,5,"add(div(Gd, LAS), EN)"
114,0.7707,5,"add(div(Gd, LAS), EN)"
115,0.7707,5,"add(div(Gd, LAS), EN)"
116,0.7707,5,"add(div(Gd, LAS), EN)"
117,0.7707,5,"add(div(Gd, LAS), EN)"
118,0.7707,5,"add(div(Gd, LAS), EN)"
119,0.7707,5,"add(div(Gd, LAS), EN)"
120,0.7707,5,"add(div(Gd, LAS), EN)"
121,0.7707,5,"add(EN, div(Gd, LAS))"
122,0.7707,5,"add(EN, div(Gd, LAS))"
123,0.7707,5,"add(EN, div(Gd, LAS))"
124,0.7707,5,"add(div(Gd, LAS), EN)"
125,0.7707,5,"add(EN, div(Gd, LAS))"
126,0.7707,5,"add(div(Gd, LAS), EN)"
127,0.7707,5,"add(div(Gd, LAS), EN)"
128,0.7707,5,"add(EN, div(Gd, LAS))"
129,0.7707,5,"add(div(Gd, LAS), EN)"
130,0.7707,5,"add(div(Gd, LAS), EN)"
131,0.7707,5,"add(div(Gd, LAS), EN)"
132,0.7707,5,"add(div(Gd, LAS), EN)"
133,0.7707,5,"add(EN, div(Gd, LAS))"
134,0.7707,5,"add(EN, div(Gd, LAS))"
135,0.7707,5,"add(div(Gd, LAS), EN)"
136,0.7707,5,"add(div(Gd, LAS), EN)"
137,0.7707,5,"add(div(Gd, LAS), EN)"
